aws_region_name,aws_sub_region_name,aws_municipality_name,aws_neighborhood_name
"",Kalimantan Timur,Kutai Kartanegara,Muara Muntai
"",Kepulauan Bangka Belitung,Belitung Timur,Simpang Pesak
"",Jawa Tengah,Wonogiri,Baturetno
"",Jawa Barat,Indramayu,Kroya
"",Bali,Badung,Kuta Selatan
"",Jawa Timur,Surabaya,Tandes
Bandung Raya,Jawa Barat,Bandung Kota,Panyileukan
"",Sulawesi Selatan,Sidenreng Rappang,Pitu Riase
JABODETABEK,DKI Jakarta,Jakarta Selatan,Pancoran
"",Nusa Tenggara Barat,Lombok Barat,Sekotong Tengah
"",Bali,Tabanan,Penebel
JABODETABEK,Banten,Tangerang Selatan,Setu
"",Jawa Barat,Cimahi,Cimahi Selatan
"",Banten,Tangerang Kota,Periuk
"",Jawa Timur,Probolinggo Kabupaten,Kraksaan
"",Kepulauan Riau,Bintan,Gunung Kijang
JABODETABEK,Jawa Barat,Bekasi,Babelan
"",Jawa Barat,Bogor Kabupaten,Taman Sari
"",Kalimantan Selatan,Banjarmasin,Banjarmasin Selatan
"",Riau,Indragiri Hulu,Sungai Lala
"",Jawa Tengah,Demak,Dempet
"",Jawa Timur,Kediri Kabupaten,Ngadiluwih
"",Jawa Barat,Garut,Leuwigoong
"",Jawa Barat,Sukabumi Kabupaten,Cikembar
"",Jawa Timur,Trenggalek,Durenan
"",Maluku,Ambon,Teluk Ambon Baguala
JABODETABEK,Jawa Barat,Bogor,Gunung Sindur
"",Kalimantan Selatan,Banjar,Sungai Pinang
"",Sumatera Selatan,Ogan Ilir,Pemulutan Barat
"",Papua Barat,Sorong,Sorong
"",Sulawesi Selatan,Takalar,Pattallassang
"",Riau,Bengkalis,Mandau
"",Kepulauan Riau,Natuna,""
"",Jawa Tengah,Cilacap,Nusawungu
"",Daerah Istimewa Yogyakarta,Yogyakarta,Danurejan
"",Jawa Timur,Lamongan,Karang Binangun
"",Jawa Barat,Garut,Garut Kota
"",Jawa Barat,Bekasi Kabupaten,Babelan
"",Jawa Barat,Sumedang,Tanjungsari
"",Jawa Timur,Malang Kabupaten,Tajinan
"",Bali,Buleleng,Seririt
"",Jawa Tengah,Purworejo,Purworejo
"",Jawa Barat,Bandung Kabupaten,Kutawaringin
"",Jawa Barat,Bandung Kabupaten,Pameungpeuk
"",Jawa Timur,Surabaya,Semampir
"",Jawa Barat,Pangandaran,Pangandaran
"",Nusa Tenggara Barat,Lombok Tengah,Jonggat
"",Jawa Tengah,Boyolali,Sawit
Bandung Raya,Jawa Barat,Bandung Kabupaten,Pangalengan
"",Jawa Barat,Ciamis,Pamarican
"",Jawa Timur,Situbondo,Banyuputih
"",Kalimantan Barat,Ketapang,""
"",Jawa Tengah,Banyumas,Kemranjen
"",Jawa Tengah,Kendal,Rowosari
"",Jawa Timur,Probolinggo Kabupaten,Dringu
"",Sumatera Selatan,Ogan Komering Ilir,Mesuji
"",Jawa Barat,Pangandaran,Cimerak
"",Banten,Serang,Anyar
"",Jawa Barat,Pangandaran,Cijulang
"",Jawa Timur,Banyuwangi,Glenmore
"",Jawa Timur,Bondowoso,Tegalampel
"",Jawa Timur,Malang Kota,Kedungkandang
"",DKI Jakarta,Jakarta Pusat,Menteng
"",Jawa Barat,Bogor Kota,Bogor Selatan
"",Jawa Tengah,Semarang Kota,Pedurungan
"",Jawa Barat,Bogor Kabupaten,Parung Panjang
"",Nusa Tenggara Barat,Lombok Barat,Kediri
"",Jawa Timur,Kediri Kota,Mojoroto
"",Bali,Buleleng,Buleleng
"",Jawa Timur,Sidoarjo,Porong
JABODETABEK,Jawa Barat,Bekasi,Pondokgede
"",Jawa Barat,Garut,Cilawu
"",Sulawesi Selatan,Makassar,Tamalanrea
"",Lampung,Lampung Tengah,Way Pengubuan
"",Jawa Tengah,Tegal Kabupaten,Kramat
"",Banten,Lebak,Sajira
"",Sumatera Utara,Deli Serdang,Pancur Batu
"",Kalimantan Selatan,Banjar,Liang Anggang
"",Lampung,Lampung Selatan,Tanjung Bintang
"",Jawa Tengah,Purworejo,Grabag
"",Jawa Timur,Trenggalek,""
"",Jawa Timur,Jember,Pakusari
"",Aceh,Aceh Barat,""
"",Jawa Tengah,Sukoharjo,Weru
"",Sulawesi Utara,Bitung,Matuari
"",Jawa Tengah,Sragen,Gondang
"",Kalimantan Selatan,Tanah Laut,Pelaihari
"",Jawa Timur,Gresik,Panceng
"",Daerah Istimewa Yogyakarta,Kulon Progo,Samigaluh
"",Jawa Tengah,Purbalingga,Kejobong
"",Jawa Tengah,Kendal,Singorojo
"",Sumatera Utara,Simalungun,Bandar
"",Jawa Timur,Pamekasan,Pegantenan
"",Jawa Timur,Probolinggo,Dringu
"",Jawa Barat,Depok,Limo
"",Jawa Barat,Bandung Barat,Batujajar
Bandung Raya,Jawa Barat,Bandung Kota,Cibeunying Kaler
"",Jawa Tengah,Banyumas,Sokaraja
"",Jawa Barat,Bogor Kota,Bogor Timur
"",Jawa Tengah,Purworejo,Bayan
"",Daerah Istimewa Yogyakarta,Yogyakarta,Kraton
"",Jawa Barat,Bekasi Kabupaten,Cikarang Utara
"",Nusa Tenggara Barat,Sumbawa,Sumbawa
JABODETABEK,DKI Jakarta,Jakarta Pusat,Kemayoran
"",Nusa Tenggara Barat,Lombok Tengah,Praya Barat
"",Sumatera Selatan,Palembang,Kertapati
"",Jawa Timur,Situbondo,Mangaran
"",Nusa Tenggara Timur,Kota Kupang,Kota Raja
"",Kalimantan Selatan,Banjar,Landasan Ulin
"",Jawa Timur,Pasuruan Kabupaten,Nguling
JABODETABEK,DKI Jakarta,Jakarta,Sawah Besar
"",Banten,Serang,Kramatwatu
"",Banten,Serang,""
"",DKI Jakarta,"",Penjaringan
"",Jawa Tengah,Wonogiri,Eromoko
"",Kalimantan Timur,Kutai Kartanegara,Muara Jawa
"",Sulawesi Tenggara,Kendari,Puuwatu
"",Jawa Timur,Probolinggo Kabupaten,Leces
"",Sulawesi Tengah,Palu,Palu Selatan
"",Sulawesi Tengah,Donggala,Banawa Tengah
Bandung Raya,Jawa Barat,Bandung,Margaasih
"",Banten,Pandeglang,Sindangresmi
"",Jawa Tengah,Kendal,Plantungan
"",Nusa Tenggara Timur,Sumba Timur,Kanatang
"",Jawa Tengah,Blora,""
"",Sumatera Utara,Deli Serdang,Beringin
"",Sulawesi Utara,Minahasa Selatan,Amurang Timur
"",Bali,Tabanan,Selemadeg Barat
JABODETABEK,Jawa Barat,Bogor Kabupaten,Gunung Sindur
"",Jawa Tengah,Semarang Kota,Semarang Tengah
"",DKI Jakarta,Jakarta Pusat,Sawah Besar
"",Jawa Tengah,Semarang Kota,Gajahmungkur
"",Daerah Istimewa Yogyakarta,Bantul,Pandak
"",Bali,Karangasem,Abang
"",Jawa Tengah,Semarang Kota,Genuk
"",Jawa Tengah,Semarang Kota,Tugu
"",Jawa Timur,Pamekasan,Pamekasan
"",Jawa Tengah,Salatiga,Argomulyo
JABODETABEK,DKI Jakarta,Jakarta,Menteng
"",Jawa Timur,Malang Kabupaten,Wonosari
"",Jawa Timur,Bangkalan,Kamal
"",Jawa Timur,Malang,Pagak
"",Kalimantan Tengah,Kapuas,Selat
"",Jawa Tengah,Pemalang,Bantarbolang
"",Banten,Pandeglang,Majasari
Bandung Raya,Jawa Barat,Bandung,Lengkong
"",Bengkulu,Bengkulu Tengah,""
"",Jawa Tengah,Klaten,Wonosari
"",Sulawesi Selatan,Takalar,Galesong Utara
"",Banten,Serang Kabupaten,Lebak Wangi
JABODETABEK,Banten,Tangerang,Tigaraksa
"",Aceh,Sabang,""
"",Jawa Tengah,Banyumas,Rawalo
"",Kalimantan Barat,Bengkayang,Sungai Raya Kepulauan
JABODETABEK,Jawa Barat,Bogor Kabupaten,Sukajaya
JABODETABEK,Jawa Barat,Bogor Kabupaten,Jasinga
"",Sulawesi Selatan,Maros,Turikale
"",Sumatera Barat,Agam,Lubuk Basung
"",Jawa Tengah,Boyolali,Selo
"",Nusa Tenggara Barat,Lombok,Sekarbela
"",Jawa Timur,Ponorogo,Balong
"",Jawa Barat,Bandung Barat,Rongga
"",Sumatera Selatan,Ogan Komering Ulu Selatan,Banding Agung
"",Kalimantan Tengah,Kotawaringin Timur,""
